128, 1
128, 2
186, 0
186, 3
245, 0
273, 1
300, 2
329, 3
359, 0
374, 2
389, 1
404, 3
420, 0
436, 2
450, 1
463, 3
480, 0
490, 2
510, 1
525, 3
539, 0
551, 2
563, 1
579, 3
594, 3
708, 0
826, 1
936, 2
1056, 3
1086, 0
1116, 1
1142, 2
1171, 3
1199, 0
1229, 2
1258, 1
1286, 3
1313, 0
1341, 2
1368, 1
1399, 3
1432, 0
1459, 2
1488, 1
1517, 3
1517, 0
1564, 0
1629, 2
1658, 3
1690, 1
1746, 2
1806, 0
1861, 3
1892, 3
1924, 1
1938, 2
1955, 0
1960, 3
1984, 1
2014, 1
2043, 1
2070, 1
2096, 3
2127, 3
2158, 3
2187, 3
2213, 2
2244, 2
2274, 2
2300, 2
2331, 0
2362, 0
2392, 0
2422, 0
2448, 0
2462, 0
2476, 0
2491, 0
2507, 0
2521, 0
2535, 0
2550, 0
2563, 0
2678, 1
2793, 2
2880, 3
2911, 3
2940, 3
2970, 0
2985, 2
2991, 1
2998, 3
3005, 0
3024, 1
3039, 2
3055, 0
3071, 3
3087, 1
3100, 2
3116, 0
3129, 0
3143, 2
3157, 1
3172, 3
3186, 2
3201, 1
3215, 1
3229, 3
3244, 0
3257, 2
3289, 1
3316, 3
3346, 0
3383, 2
3390, 1
3404, 3
3418, 0
3423, 2
3442, 1
3458, 3
3471, 2
3488, 0
3517, 1
3549, 2
3576, 3
3607, 3
3635, 2
3664, 1
3692, 0
3720, 0
3737, 2
3750, 1
3766, 3
3781, 0
3793, 2
3808, 1
3823, 3
3837, 0
3850, 2
3866, 1
3880, 3
3904, 0
3906, 3
3921, 2
3923, 1
3931, 3
3932, 0
3949, 2
3949, 1
3981, 3
4012, 3
4041, 0
4070, 0
4097, 2
4126, 2
4155, 1
4186, 1
4215, 0
4229, 1
4244, 2
4259, 3
4273, 2
4286, 1
4300, 0
4330, 1
4359, 2
4386, 3
4415, 0
4430, 2
4446, 1
4460, 3
4477, 0
4489, 2
4504, 1
4518, 3
4534, 3
4548, 2
4563, 1
4576, 3
4591, 0
4605, 2
4619, 1
4632, 3
4647, 0
4662, 0
4678, 2
4693, 2
4707, 1
4721, 1
4736, 3
4751, 3
4765, 3
4780, 1
4793, 2
4807, 0
4822, 3
4837, 1
4849, 2
4865, 0
4879, 2
4894, 2
4910, 1
4925, 1
4939, 3
4954, 3
4969, 0
4982, 0
4997, 3
5014, 1
5027, 2
5042, 0
5056, 3
5069, 1
5085, 2
5097, 3
5114, 0
5114, 1
5143, 2
5143, 3
5171, 0
5178, 2
5184, 1
5189, 3
5207, 2
5215, 2
5222, 2
5234, 1
5248, 1
5263, 0
5276, 2
5288, 1
5298, 3
5305, 0
5311, 2
5316, 1
5329, 3
5344, 3
