105,0
175,1
237,2
300,3
373,0
385,2
394,1
403,3
411,0
421,2
430,1
439,3
448,0
458,2
466,1
476,3
485,0
494,2
503,1
513,3
521,0
530,2
538,1
545,3
554,0
561,2
570,1
579,3
586,0
594,2
610,3
611,0
639,2
649,1
658,3
670,0
690,2
698,1
707,3
717,0
739,2
743,1
747,3
750,0
764,2
770,1
775,3
779,0
794,2
814,1
833,3
849,0
867,2
883,1
903,0
920,1
938,0
944,1
955,2
961,3
971,0
978,1
983,2
993,3
997,0
1011,2
1033,1
1192,0
1200,0
1212,1
1221,1
1232,2
1241,2
1250,3
1258,3
1268,0
1277,0
1286,1
1294,1
1302,1
1308,2
1316,2
1323,3
1333,3
1482,3
1490,3
1501,2
1510,2
1520,1
1530,1
1541,0
1549,0
1559,3
1568,3
1577,2
1585,2
1593,1
1602,1
1613,0
1623,3
1631,2
1637,1
1649,3
1655,0
1665,2
1682,1
1689,3
1701,0
1707,2
1717,0
1725,3
1737,2
1755,1
1759,2
1764,1
1772,3
1788,0
1798,2
1808,1
1817,3
1828,0
1836,2
1846,1
1854,3
1864,3
1873,0
1898,3
1900,0
1904,3
1908,0
1924,3
1937,1
1945,2
1957,0
1967,3
1978,1
1987,2
1998,0
2019,3
2045,1
2065,0
2082,2
2100,3
2118,3
2135,2
2153,1
2171,0
2189,0
2207,0
2213,1
2221,3
2225,2
2245,0
2250,3
2252,1
2259,2
2280,0
2298,3
2317,1
2334,2
2353,2
2372,2
2390,2
2407,0
2425,0
2444,0
2461,0
2479,1
2498,1
2516,1
2533,1
2550,0
2557,1
2565,2
2572,3
2583,2
2623,3
2641,3
2661,1
2679,1
2697,2
2717,2
2734,0
2751,0
2770,2
2784,1
2796,3
2810,0
2823,2
2833,1
2844,3
2856,0
2866,2
2878,1
2889,3
2901,0
2911,2
2986,0
3060,1
3060,2
3069,2
3070,1
3078,2
3081,1
3088,2
3093,1
3097,2
3103,1
3113,1
3114,2
3122,1
3130,3
3149,3
3156,0
3160,3
3165,0
3168,3
3172,0
3187,2
3197,1
3206,3
3215,0
3223,2
3231,1
3241,3
3253,3
3262,3
3274,0
3292,2
3311,1
3328,3
3342,0
3347,1
3372,2
3389,3
3393,2
3401,3
3406,2
3420,3
3441,2
3467,2
3488,1
3498,2
3507,0
3513,3
3524,1
3535,1
3543,2
3553,0
3560,2
3577,1
3594,3
3608,2
3618,0
3628,2
3654,1
3671,2
3675,1
3679,2
3684,1
