175,2
195,1
213,2
394,0
415,3
434,0
615,1
616,3
635,0
637,2
656,1
656,3
832,1
834,2
855,0
855,3
875,1
876,2
943,0
972,0
999,1
1028,1
1054,2
1069,3
1084,2
1096,3
1114,2
1140,2
1166,2
1192,3
1219,2
1245,3
1277,1
1292,1
1306,0
1319,0
1334,1
1360,0
1387,2
1415,1
1441,3
1467,0
1494,2
1507,1
1523,3
1537,0
1555,2
1582,1
1609,3
1636,2
1661,1
1688,0
1718,1
1733,2
1751,3
1764,0
1781,2
1794,1
1808,3
1820,0
1834,2
1858,3
1884,2
1912,3
1939,0
1961,1
1982,0
2008,2
2023,3
2035,2
2049,0
2076,1
2102,0
2130,1
2158,3
2179,2
2204,3
2229,0
2243,1
2255,0
2272,2
2300,1
2314,3
2328,0
2355,2
2368,1
2384,3
2398,0
2405,2
2418,1
2425,3
2454,0
2468,2
2482,1
2497,3
2526,0
2551,2
2580,1
2595,3
2601,0
2608,2
2630,1
2650,3
2675,2
2689,2
2703,2
2718,0
2745,0
2773,1
2803,1
2829,2
2856,2
2885,3
2911,3
2939,3
2967,3
2991,2
3019,2
3048,1
3076,1
3102,0
3131,0
3160,1
3187,1
3215,2
3241,2
3269,0
3297,0
3325,3
3352,3
3380,2
3406,2
3435,1
3462,1
3491,3
3518,3
3547,0
3573,0
3602,2
3632,1
3660,3
3685,0
3712,2
3727,1
3733,3
3748,0
3754,2
3780,1
3794,3
3807,0
3821,2
3851,1
3879,1
3905,2
3931,0
3944,3
3951,1
3965,2
3972,0
3999,1
4013,2
4028,0
4043,3
4070,1
4098,2
4126,0
4140,3
4147,1
4152,2
4173,0
4194,2
4220,1
4235,2
4247,0
4263,3
4292,1
4319,2
4349,0
4363,3
4370,1
4377,2
4396,0
4416,3
4444,2
4456,1
4470,2
4483,1
4654,2
4665,2
4678,2
4704,0
4873,3
4887,3
4898,3
4925,1
4953,2
4982,1
4996,1
5010,1
5023,1
5065,2
5095,0
5109,3
5122,1
5146,2
5174,3
5203,3
5217,0
5232,1
5244,2
5334,3
5344,2
5353,1
5368,0
5395,0
5423,1
5452,1
5480,2
5491,3
5498,2
5513,3
5518,2
5544,0
5559,1
5574,3
5592,3
5612,2
5641,3
5670,2
5684,3
5691,2
5700,3
5720,2
5740,1
5763,3
5779,0
5791,2
5808,1
5836,1
5864,0
5891,0
5920,2
5932,3
5939,2
5956,3
5961,2
5987,3
6001,2
6017,0
6031,1
6056,2
6085,0
6113,3
6140,0
6140,3
6161,1
6161,2
6182,0
6182,3
6249,0
6277,1
6304,2
6332,3
6360,3
6387,2
6412,1
6441,0
6470,0
6485,1
6500,2
6514,3
6529,3
6542,2
6553,1
6568,0
6583,1
6600,2
6611,3
6627,2
6640,1
6653,0
6665,0
6692,0
6708,2
6720,1
6734,3
6748,0
6763,2
6777,1
6790,3
6804,0
6817,2
6830,1
6841,3
6858,0
6887,1
6914,3
6928,2
6942,1
6954,3
6970,0
6983,2
6998,1
7013,3
7027,0
7041,2
7053,1
7066,3
7080,0
7096,2
7108,1
7134,3
7134,1
7161,3
7161,1
7187,0
7188,2
7214,0
7216,2
7243,1
7245,2
7271,0
7271,3
7298,1
7299,2
7313,3
7314,0
7321,1
7322,2
7343,3
7343,0
7357,2
7370,1
7385,0
7399,1
7414,2
7426,3
7441,2
7452,1
7465,0
7480,1
7493,2
7507,3
7522,2
7534,1
7549,0
7563,1
7576,2
7603,3
7629,2
7635,1
7643,0
7653,3
7674,2
7688,1
7703,3
7717,0
7740,3
7749,2
7757,1
7762,0
7786,0
7801,2
7814,1
7826,3
7841,0
7854,2
7864,1
7873,2
7891,0
7908,3
7922,1
7936,2
7951,0
7966,2
7978,1
7985,2
8006,0
8022,2
8034,0
8048,2
8060,0
8075,2
8087,0
8094,2
8114,1
8130,3
8146,1
8159,3
8173,1
8186,3
8201,1
8212,3
8224,1
8239,3
8255,1
8268,2
8272,0
8280,2
8298,0
8311,2
8317,0
8336,3
8351,1
8363,2
8378,0
8392,3
8407,1
8418,2
8431,0
8444,3
8462,1
8472,2
8486,0
8498,3
8513,1
8524,2
8534,0
8543,3
8553,1
8561,2
8571,0
8582,3
8591,1
8598,2
8607,0
8615,3
8626,1
8630,2
8641,0
8650,3
8660,1
8664,2
8674,0
8682,3
8692,1
8697,2
8705,0
8711,3
8720,1
8726,2
8734,0
8740,3
8749,1
8755,2
8762,0
8768,3
8778,1
8784,2
8794,0
8799,3
8810,1
8815,2
8823,0
8828,3
8837,1
8842,2
8849,0
8856,3
8864,1
8869,2
8876,0
8882,3
8889,1
8896,2
8903,0
8908,3
8916,1
8926,2
8936,0
